net,length_um
_00834_,9.24µm
_01407_,9.24µm
_02620_,9.24µm
_02737_,9.24µm
_03036_,9.24µm
_03116_,9.24µm
_03478_,9.24µm
_03998_,9.24µm
_04120_,9.24µm
_05179_,9.24µm
_06195_,9.24µm
_06399_,9.24µm
_06481_,9.24µm
_01676_,9.22µm
_04973_,9.22µm
_02001_,9.2µm
_02296_,9.2µm
_02402_,9.2µm
_03760_,9.2µm
_04317_,9.2µm
net144,9.2µm
_03724_,9.18µm
_03761_,9.18µm
_03826_,9.18µm
_04358_,9.18µm
_05333_,9.18µm
_06285_,9.18µm
w22[0],9.18µm
w23[0],9.18µm
_00292_,9.16µm
_00620_,9.16µm
_00776_,9.16µm
_00855_,9.16µm
_01330_,9.16µm
_01981_,9.16µm
_03151_,9.16µm
_03412_,9.16µm
_04270_,9.16µm
_04294_,9.16µm
_04472_,9.16µm
_05326_,9.16µm
_05765_,9.16µm
_06178_,9.16µm
_00485_,9.14µm
_03323_,9.14µm
_04606_,9.14µm
_05021_,9.14µm
_05794_,9.14µm
_05992_,9.14µm
_00799_,9.12µm
_01168_,9.12µm
_01400_,9.12µm
_01886_,9.12µm
_02938_,9.12µm
_03771_,9.12µm
_03864_,9.12µm
_04287_,9.12µm
_05082_,9.12µm
_06402_,9.12µm
_00351_,9.1µm
_01108_,9.1µm
_03002_,9.1µm
_03784_,9.1µm
_05649_,9.1µm
_06678_,9.1µm
_00610_,9.08µm
_05557_,9.08µm
_00939_,9.06µm
_02359_,9.06µm
_04619_,9.06µm
net182,9.06µm
_02699_,9.05µm
_03884_,9.05µm
_00505_,9.04µm
_01313_,9.04µm
_02295_,9.04µm
_02608_,9.04µm
_02805_,9.04µm
_03831_,9.04µm
_04373_,9.04µm
_04510_,9.04µm
_04515_,9.04µm
_04540_,9.04µm
_04623_,9.04µm
_04801_,9.04µm
_04952_,9.04µm
_05130_,9.04µm
_05691_,9.04µm
_05828_,9.04µm
_06294_,9.04µm
_06582_,9.04µm
net237,9.04µm
_01478_,9.02µm
_01596_,9.02µm
_01790_,9.02µm
_01831_,9.02µm
_02505_,9.02µm
_03146_,9.02µm
_03374_,9.02µm
_03518_,9.02µm
_04364_,9.02µm
_04464_,9.02µm
_05221_,9.02µm
_05539_,9.02µm
_05618_,9.02µm
_05630_,9.02µm
_06375_,9.02µm
_06411_,9.02µm
_01455_,9µm
_02683_,9µm
_02849_,9µm
_04118_,9µm
_04257_,9µm
_00517_,8.98µm
_03409_,8.965µm
_00787_,8.96µm
_02577_,8.96µm
_03245_,8.96µm
_04458_,8.96µm
_05138_,8.96µm
_06237_,8.96µm
_06299_,8.96µm
_06663_,8.96µm
y2[13],8.96µm
y2[15],8.96µm
y2[16],8.96µm
y2[7],8.96µm
y2[8],8.96µm
y2[9],8.96µm
y3[13],8.96µm
_00305_,8.94µm
_00510_,8.94µm
_01698_,8.94µm
_01810_,8.94µm
_01947_,8.94µm
_02240_,8.94µm
_02293_,8.94µm
_03746_,8.94µm
_04137_,8.94µm
_00209_,8.92µm
_01734_,8.92µm
_02477_,8.92µm
_02531_,8.92µm
_02841_,8.92µm
_03722_,8.92µm
_03833_,8.92µm
_04216_,8.92µm
_04309_,8.92µm
_04847_,8.92µm
_04949_,8.92µm
_05100_,8.92µm
_06201_,8.92µm
_06401_,8.92µm
_06646_,8.92µm
_06796_,8.92µm
_05644_,8.91µm
_00194_,8.9µm
_00989_,8.9µm
_01392_,8.9µm
_01643_,8.9µm
_02334_,8.9µm
_02500_,8.9µm
_03168_,8.9µm
_03516_,8.9µm
_04696_,8.9µm
_05462_,8.9µm
_05949_,8.9µm
_06245_,8.9µm
_06433_,8.9µm
_06453_,8.9µm
_06711_,8.9µm
_00744_,8.88µm
_03081_,8.88µm
_04799_,8.88µm
_05009_,8.88µm
_05093_,8.88µm
_05994_,8.88µm
_04877_,8.87µm
_02130_,8.86µm
_02152_,8.86µm
_03011_,8.86µm
_03853_,8.86µm
_03915_,8.86µm
_05984_,8.86µm
_06649_,8.86µm
_00244_,8.84µm
w20[0],8.84µm
w20[2],8.84µm
w20[4],8.84µm
w20[5],8.84µm
w20[7],8.84µm
w21[0],8.84µm
w23[3],8.84µm
w31[7],8.84µm
w32[3],8.84µm
x2[1],8.84µm
x3[7],8.84µm
_00347_,8.82µm
_00729_,8.82µm
_00960_,8.82µm
_02453_,8.82µm
_02749_,8.82µm
_03788_,8.82µm
_04863_,8.82µm
_05149_,8.82µm
_05796_,8.82µm
_06619_,8.82µm
_00586_,8.8µm
_01269_,8.8µm
_01474_,8.8µm
_01912_,8.8µm
_04339_,8.8µm
_04977_,8.8µm
_05367_,8.8µm
_05555_,8.8µm
_00189_,8.78µm
_00622_,8.78µm
_00632_,8.78µm
_01049_,8.78µm
_01346_,8.78µm
_01530_,8.78µm
_01879_,8.78µm
_02070_,8.78µm
_02970_,8.78µm
_05044_,8.78µm
_06305_,8.78µm
_03530_,8.775µm
_00228_,8.76µm
_02942_,8.76µm
_03638_,8.76µm
_04218_,8.76µm
_06121_,8.76µm
_00023_,8.74µm
_00331_,8.74µm
_04152_,8.74µm
_05907_,8.74µm
_00136_,8.72µm
_03202_,8.72µm
_05102_,8.72µm
_05135_,8.72µm
rst_n,8.72µm
w20[3],8.72µm
w20[6],8.72µm
w21[4],8.72µm
w21[6],8.72µm
w21[7],8.72µm
w22[1],8.72µm
w22[3],8.72µm
w22[6],8.72µm
w23[1],8.72µm
w23[4],8.72µm
w23[5],8.72µm
w23[6],8.72µm
w23[7],8.72µm
w31[5],8.72µm
w32[5],8.72µm
x0[1],8.72µm
x1[3],8.72µm
x1[6],8.72µm
x2[2],8.72µm
x2[4],8.72µm
x2[5],8.72µm
x3[3],8.72µm
_00329_,8.71µm
_00224_,8.7µm
_00311_,8.7µm
_00838_,8.7µm
_01518_,8.7µm
_01874_,8.7µm
_02724_,8.7µm
_02835_,8.7µm
_03030_,8.7µm
_03197_,8.7µm
_03367_,8.7µm
_03423_,8.7µm
_03774_,8.7µm
_04124_,8.7µm
_04715_,8.7µm
_05168_,8.7µm
_05700_,8.7µm
_06397_,8.7µm
_06591_,8.7µm
_06677_,8.7µm
_06726_,8.7µm
_00034_,8.68µm
_00695_,8.68µm
_00972_,8.68µm
_01638_,8.68µm
_02481_,8.68µm
_02521_,8.68µm
_02637_,8.68µm
_02830_,8.68µm
_03087_,8.68µm
_03821_,8.68µm
_04116_,8.68µm
_05532_,8.68µm
_05781_,8.68µm
_00332_,8.665µm
_00199_,8.66µm
_00229_,8.66µm
_00734_,8.66µm
_00749_,8.66µm
_01484_,8.66µm
_02882_,8.66µm
_02898_,8.66µm
_03207_,8.66µm
_03464_,8.66µm
_03729_,8.66µm
_04462_,8.66µm
_04965_,8.66µm
_05657_,8.66µm
_05659_,8.66µm
_05821_,8.66µm
_06029_,8.66µm
_06212_,8.66µm
_06321_,8.66µm
_01254_,8.65µm
_04225_,8.64µm
_00274_,8.62µm
_01461_,8.62µm
_01658_,8.62µm
_03812_,8.62µm
_03951_,8.62µm
_05214_,8.62µm
_02822_,8.615µm
_03823_,8.6µm
_04323_,8.6µm
_04881_,8.6µm
_05754_,8.6µm
_05764_,8.6µm
_05169_,8.595µm
_00665_,8.59µm
_00056_,8.58µm
_00337_,8.58µm
_00735_,8.58µm
_01409_,8.58µm
_01476_,8.58µm
_01801_,8.58µm
_02263_,8.58µm
_02266_,8.58µm
_02731_,8.58µm
_02757_,8.58µm
_03229_,8.58µm
_04321_,8.58µm
_04589_,8.58µm
_04765_,8.58µm
_04919_,8.58µm
_05533_,8.58µm
_05953_,8.58µm
_05409_,8.57µm
_00036_,8.56µm
_01754_,8.56µm
_03504_,8.56µm
_03645_,8.56µm
_03878_,8.56µm
_05483_,8.56µm
_06163_,8.56µm
net224,8.56µm
_00520_,8.54µm
_00854_,8.54µm
_01071_,8.54µm
_02946_,8.54µm
_03258_,8.54µm
_03405_,8.54µm
_06626_,8.54µm
_00420_,8.52µm
_00797_,8.52µm
_01280_,8.52µm
_02393_,8.52µm
_03505_,8.52µm
_03708_,8.52µm
_05642_,8.52µm
_06622_,8.52µm
_01263_,8.51µm
_03709_,8.51µm
w30[1],8.51µm
_00068_,8.5µm
_00736_,8.5µm
_02095_,8.5µm
_03420_,8.5µm
_06771_,8.5µm
_03550_,8.49µm
_00187_,8.48µm
_01426_,8.48µm
_02176_,8.48µm
_03595_,8.48µm
_03618_,8.48µm
_03659_,8.48µm
_03816_,8.48µm
_04341_,8.48µm
_04774_,8.48µm
_04978_,8.48µm
_05751_,8.48µm
_05810_,8.48µm
_05956_,8.48µm
_05964_,8.48µm
_06790_,8.48µm
_00307_,8.46µm
_00323_,8.46µm
_01226_,8.46µm
_02586_,8.46µm
_03794_,8.46µm
_04882_,8.46µm
_05645_,8.46µm
_00416_,8.45µm
_04214_,8.445µm
_00569_,8.44µm
_00613_,8.44µm
_00752_,8.44µm
_00829_,8.44µm
_01398_,8.44µm
_01471_,8.44µm
_01866_,8.44µm
_01973_,8.44µm
_02305_,8.44µm
_02502_,8.44µm
_03066_,8.44µm
_03445_,8.44µm
_03603_,8.44µm
_04531_,8.44µm
_04734_,8.44µm
_04830_,8.44µm
_04891_,8.44µm
_05948_,8.44µm
_06532_,8.44µm
_02228_,8.425µm
_00805_,8.42µm
_00890_,8.42µm
_01220_,8.42µm
_04926_,8.42µm
_05509_,8.42µm
_05942_,8.42µm
_00733_,8.4µm
_00976_,8.4µm
_02117_,8.4µm
_02784_,8.4µm
_04671_,8.4µm
_05098_,8.4µm
_05760_,8.4µm
_05883_,8.4µm
_06148_,8.4µm
_06504_,8.4µm
net174,8.4µm
_01207_,8.38µm
_02873_,8.38µm
_03186_,8.38µm
_04136_,8.38µm
_06419_,8.38µm
x2[7],8.38µm
_00013_,8.36µm
_00466_,8.36µm
_00707_,8.36µm
_01573_,8.36µm
_02691_,8.36µm
_02989_,8.36µm
_03054_,8.36µm
_03310_,8.36µm
_03783_,8.36µm
_03872_,8.36µm
_04047_,8.36µm
_04293_,8.36µm
_05918_,8.36µm
_06018_,8.36µm
_06080_,8.36µm
_06107_,8.36µm
_03053_,8.34µm
_03088_,8.34µm
_03446_,8.34µm
_03449_,8.34µm
_04508_,8.34µm
_04708_,8.34µm
_05636_,8.34µm
_01088_,8.335µm
_00092_,8.32µm
_00784_,8.32µm
_00845_,8.32µm
_01030_,8.32µm
_01977_,8.32µm
_02559_,8.32µm
_03846_,8.32µm
_04012_,8.32µm
_05121_,8.32µm
_05196_,8.32µm
_06308_,8.32µm
_00903_,8.3µm
_00912_,8.3µm
_03079_,8.3µm
_04937_,8.3µm
_02027_,8.295µm
y3[10],8.29µm
_00003_,8.28µm
_02883_,8.28µm
_03068_,8.28µm
_06275_,8.28µm
_01284_,8.27µm
w03[1],8.27µm
_00049_,8.26µm
_02441_,8.26µm
_05387_,8.26µm
_02369_,8.255µm
y0[9],8.25µm
_00141_,8.24µm
_00262_,8.24µm
_00592_,8.24µm
_00635_,8.24µm
_01423_,8.24µm
_02277_,8.24µm
_02419_,8.24µm
_02484_,8.24µm
_02706_,8.24µm
_03818_,8.24µm
_03921_,8.24µm
_04011_,8.24µm
_04072_,8.24µm
_04609_,8.24µm
_04713_,8.24µm
_04771_,8.24µm
_04776_,8.24µm
_04820_,8.24µm
_04870_,8.24µm
_05690_,8.24µm
_05831_,8.24µm
_06070_,8.24µm
_06092_,8.24µm
_06115_,8.24µm
_00140_,8.22µm
_00640_,8.22µm
_02812_,8.22µm
_03465_,8.22µm
_06105_,8.22µm
_06189_,8.22µm
_02106_,8.2µm
_02219_,8.2µm
_02899_,8.2µm
_02998_,8.2µm
_03889_,8.2µm
_03927_,8.2µm
_03977_,8.2µm
_04020_,8.2µm
_05158_,8.2µm
_05317_,8.2µm
_05497_,8.2µm
_06036_,8.2µm
_06083_,8.2µm
_06159_,8.2µm
_06381_,8.2µm
_06405_,8.2µm
_05257_,8.195µm
_00408_,8.18µm
_00808_,8.18µm
_02572_,8.18µm
_00192_,8.17µm
_05937_,8.17µm
_03888_,8.16µm
_06226_,8.16µm
_02078_,8.155µm
_01884_,8.15µm
_02000_,8.15µm
_02715_,8.14µm
_03085_,8.14µm
_05080_,8.14µm
_00137_,8.12µm
_00159_,8.12µm
_02059_,8.12µm
_02270_,8.12µm
_03143_,8.12µm
_03144_,8.12µm
_03715_,8.12µm
_03877_,8.12µm
_03914_,8.12µm
_04247_,8.12µm
_04811_,8.12µm
_05382_,8.12µm
_05999_,8.12µm
_06234_,8.12µm
_06751_,8.115µm
_06156_,8.11µm
_00095_,8.1µm
_00445_,8.1µm
_01967_,8.1µm
_02646_,8.1µm
_02751_,8.1µm
_03259_,8.1µm
_03484_,8.1µm
_03973_,8.1µm
_04081_,8.1µm
_04355_,8.1µm
_05219_,8.1µm
_06033_,8.1µm
_06441_,8.1µm
_06486_,8.1µm
_06631_,8.1µm
_05328_,8.095µm
_00515_,8.08µm
_01891_,8.08µm
_02015_,8.08µm
_02370_,8.08µm
_02538_,8.08µm
_03307_,8.08µm
_03665_,8.08µm
_05594_,8.08µm
_06334_,8.08µm
_00487_,8.06µm
_05097_,8.06µm
_06152_,8.06µm
_06354_,8.06µm
_01197_,8.04µm
_01732_,8.04µm
_02026_,8.04µm
_03007_,8.04µm
_04204_,8.04µm
_00612_,8.02µm
_01004_,8.02µm
_01101_,8.02µm
_01420_,8.02µm
_02210_,8.02µm
_04193_,8.02µm
_04693_,8.02µm
_04787_,8.02µm
_05311_,8.02µm
_05452_,8.02µm
_05698_,8.02µm
_00374_,8µm
_00389_,8µm
_00395_,8µm
_00719_,8µm
_00789_,8µm
_01120_,8µm
_01656_,8µm
_02387_,8µm
_02920_,8µm
_04075_,8µm
_04362_,8µm
_04519_,8µm
_04565_,8µm
_05206_,8µm
_05729_,8µm
_05881_,8µm
_00956_,7.98µm
_01574_,7.98µm
_01690_,7.98µm
_01784_,7.98µm
_02677_,7.98µm
_02852_,7.98µm
_03300_,7.98µm
_03991_,7.98µm
_04641_,7.98µm
_05827_,7.98µm
_05837_,7.98µm
_06012_,7.98µm
_06736_,7.98µm
net211,7.98µm
_06475_,7.975µm
_01169_,7.96µm
_01212_,7.96µm
_01531_,7.96µm
_02169_,7.96µm
_03381_,7.96µm
_05037_,7.96µm
_06640_,7.96µm
_00328_,7.94µm
_00406_,7.94µm
_05252_,7.94µm
_04199_,7.92µm
_00803_,7.915µm
_04645_,7.915µm
_01955_,7.905µm
_00887_,7.9µm
_01381_,7.9µm
_01951_,7.9µm
_02060_,7.9µm
_03451_,7.9µm
_04448_,7.9µm
_04766_,7.9µm
_05042_,7.9µm
_05304_,7.9µm
_05841_,7.9µm
_05882_,7.9µm
_05910_,7.9µm
_05944_,7.9µm
_06161_,7.9µm
_06403_,7.9µm
_05663_,7.885µm
_00548_,7.88µm
_01971_,7.88µm
_02362_,7.88µm
_03697_,7.88µm
_03897_,7.88µm
_04170_,7.88µm
_04634_,7.88µm
_05024_,7.88µm
_05182_,7.88µm
_05846_,7.88µm
_06130_,7.88µm
_06303_,7.88µm
_02862_,7.875µm
_00509_,7.86µm
_00528_,7.86µm
_00623_,7.86µm
_02368_,7.86µm
_03167_,7.86µm
_03233_,7.86µm
_04168_,7.86µm
_04506_,7.86µm
_04700_,7.86µm
_05033_,7.86µm
_05504_,7.86µm
_05641_,7.86µm
_06150_,7.86µm
_06252_,7.86µm
_06440_,7.86µm
_06625_,7.86µm
_05154_,7.84µm
_05351_,7.82µm
_05876_,7.82µm
_06199_,7.82µm
_01214_,7.8µm
_03295_,7.8µm
_03557_,7.8µm
_04099_,7.8µm
_06793_,7.8µm
_01078_,7.79µm
_03073_,7.785µm
_00051_,7.78µm
_00247_,7.78µm
_01412_,7.78µm
_01994_,7.78µm
_02532_,7.78µm
_02693_,7.78µm
_04251_,7.78µm
_04267_,7.78µm
_05054_,7.78µm
_05997_,7.78µm
_04217_,7.77µm
_03942_,7.76µm
_04237_,7.76µm
_05162_,7.76µm
_05359_,7.76µm
_05479_,7.76µm
_03509_,7.745µm
_00605_,7.74µm
_01671_,7.74µm
_01900_,7.74µm
_02035_,7.74µm
_02077_,7.74µm
_02304_,7.74µm
_03531_,7.74µm
_04024_,7.74µm
_04418_,7.74µm
_05637_,7.74µm
net139,7.72µm
_01021_,7.705µm
_04089_,7.7µm
_04386_,7.7µm
_05825_,7.7µm
_05839_,7.7µm
net188,7.7µm
_00433_,7.68µm
_01435_,7.68µm
_02516_,7.68µm
_02574_,7.68µm
_03539_,7.68µm
_03627_,7.68µm
_04349_,7.68µm
_06111_,7.68µm
_06424_,7.68µm
_02309_,7.67µm
_01929_,7.665µm
_01075_,7.66µm
_01383_,7.66µm
_02291_,7.66µm
_02315_,7.66µm
_02668_,7.66µm
_03650_,7.66µm
_04483_,7.66µm
_05030_,7.66µm
_05140_,7.66µm
_05449_,7.66µm
_06295_,7.66µm
_06604_,7.66µm
_04243_,7.655µm
_05591_,7.655µm
_01252_,7.64µm
_01636_,7.64µm
_02011_,7.64µm
_02768_,7.64µm
_02871_,7.64µm
_03018_,7.64µm
_03664_,7.64µm
_04085_,7.64µm
_04179_,7.64µm
_04429_,7.64µm
_04667_,7.64µm
_04898_,7.64µm
_06750_,7.64µm
_01388_,7.62µm
_04967_,7.62µm
_05360_,7.62µm
_05484_,7.62µm
_06535_,7.62µm
_00603_,7.615µm
_06181_,7.615µm
_00645_,7.6µm
_02696_,7.6µm
_06483_,7.6µm
net185,7.6µm
net206,7.6µm
_02607_,7.59µm
_01565_,7.585µm
_00078_,7.58µm
_00256_,7.58µm
_00875_,7.58µm
_01662_,7.58µm
_01870_,7.58µm
_02211_,7.58µm
_03004_,7.58µm
_04090_,7.58µm
_05419_,7.58µm
_05465_,7.58µm
_05787_,7.58µm
_06341_,7.57µm
_00082_,7.56µm
_00147_,7.56µm
_00817_,7.56µm
_01272_,7.56µm
_01359_,7.56µm
_02687_,7.56µm
_02935_,7.56µm
_02976_,7.56µm
_04153_,7.56µm
_04957_,7.56µm
_06813_,7.56µm
_01556_,7.54µm
_02046_,7.54µm
_02411_,7.54µm
_02850_,7.54µm
_03299_,7.54µm
_03385_,7.54µm
_03891_,7.54µm
_04421_,7.54µm
_05987_,7.54µm
_06081_,7.54µm
_05726_,7.53µm
_00071_,7.52µm
_00200_,7.52µm
_00503_,7.52µm
_00701_,7.52µm
_00853_,7.52µm
_01962_,7.52µm
_02023_,7.52µm
_02337_,7.52µm
_02643_,7.52µm
_03417_,7.52µm
_03663_,7.52µm
_03795_,7.52µm
_04372_,7.52µm
_04437_,7.52µm
_04585_,7.52µm
_04793_,7.52µm
_04835_,7.52µm
_04854_,7.52µm
_05361_,7.52µm
_05370_,7.52µm
_05795_,7.52µm
_06061_,7.52µm
_06229_,7.52µm
_06387_,7.52µm
_06394_,7.52µm
_01516_,7.5µm
_01748_,7.5µm
_05259_,7.5µm
_06262_,7.5µm
_05801_,7.49µm
_00908_,7.48µm
_00982_,7.48µm
_06113_,7.48µm
_01157_,7.46µm
_02312_,7.46µm
_03236_,7.46µm
_03277_,7.46µm
_03661_,7.46µm
_05341_,7.46µm
_05475_,7.46µm
_05854_,7.46µm
_06707_,7.46µm
_00062_,7.44µm
_01404_,7.44µm
_01537_,7.44µm
_02244_,7.44µm
_02488_,7.44µm
_02510_,7.44µm
_02579_,7.44µm
_03039_,7.44µm
_03093_,7.44µm
_03401_,7.44µm
_03674_,7.44µm
_04059_,7.44µm
_04063_,7.44µm
_04478_,7.44µm
_05104_,7.44µm
_05159_,7.44µm
_06480_,7.44µm
_04735_,7.43µm
_01062_,7.42µm
_01635_,7.42µm
_01769_,7.42µm
_02171_,7.42µm
_02391_,7.42µm
_04082_,7.42µm
_05762_,7.42µm
_05768_,7.42µm
_05928_,7.42µm
_06268_,7.42µm
_05445_,7.415µm
_02623_,7.405µm
_00120_,7.4µm
_00786_,7.4µm
_01699_,7.4µm
_02306_,7.4µm
_02649_,7.4µm
_03602_,7.4µm
_04233_,7.4µm
_05430_,7.4µm
_01578_,7.38µm
_01155_,7.375µm
_00391_,7.36µm
_05088_,7.36µm
_06322_,7.36µm
_06383_,7.345µm
_02322_,7.34µm
_02415_,7.34µm
_02641_,7.34µm
_03598_,7.34µm
_04843_,7.34µm
_04918_,7.34µm
_05920_,7.34µm
_06058_,7.34µm
_00196_,7.32µm
_00385_,7.32µm
_00818_,7.32µm
_01074_,7.32µm
_01230_,7.32µm
_01601_,7.32µm
_02364_,7.32µm
_02497_,7.32µm
_03543_,7.32µm
_04322_,7.32µm
_04392_,7.32µm
_05271_,7.32µm
_05372_,7.32µm
_05902_,7.32µm
_06206_,7.32µm
_06473_,7.32µm
_06780_,7.32µm
_02020_,7.31µm
_00309_,7.305µm
_01012_,7.3µm
_01830_,7.3µm
_02937_,7.3µm
_03440_,7.3µm
_03491_,7.3µm
_06702_,7.3µm
_00065_,7.28µm
_00631_,7.28µm
_00667_,7.28µm
_00891_,7.28µm
_01449_,7.28µm
_02144_,7.28µm
_03521_,7.28µm
_03727_,7.28µm
_04886_,7.28µm
_05290_,7.28µm
_05406_,7.28µm
_06228_,7.28µm
_00680_,7.26µm
w00[1],7.25µm
_00478_,7.24µm
_00497_,7.24µm
_00519_,7.24µm
_02486_,7.24µm
_03126_,7.24µm
_05420_,7.24µm
_06356_,7.24µm
_06421_,7.24µm
_04053_,7.23µm
w32[2],7.23µm
w33[0],7.23µm
y1[4],7.23µm
_00020_,7.22µm
_01527_,7.22µm
_01682_,7.22µm
_02214_,7.22µm
_02780_,7.22µm
_02936_,7.22µm
_04135_,7.22µm
_04841_,7.22µm
_06055_,7.22µm
_06073_,7.22µm
_05782_,7.205µm
_00249_,7.2µm
_00280_,7.2µm
_00447_,7.2µm
_00641_,7.2µm
_01048_,7.2µm
_01143_,7.2µm
_01164_,7.2µm
_01183_,7.2µm
_01403_,7.2µm
_01457_,7.2µm
_02142_,7.2µm
_02354_,7.2µm
_02405_,7.2µm
_03253_,7.2µm
_03398_,7.2µm
_03481_,7.2µm
_03592_,7.2µm
_03633_,7.2µm
_03862_,7.2µm
_03893_,7.2µm
_04159_,7.2µm
_04255_,7.2µm
_04883_,7.2µm
_05096_,7.2µm
_05210_,7.2µm
_05496_,7.2µm
_05788_,7.2µm
_06277_,7.2µm
_06340_,7.2µm
_01871_,7.195µm
_00488_,7.18µm
_01248_,7.18µm
_01402_,7.18µm
_01918_,7.18µm
_03062_,7.18µm
_03614_,7.18µm
_03630_,7.18µm
_04190_,7.18µm
_04229_,7.18µm
_05595_,7.18µm
_06200_,7.18µm
_06338_,7.18µm
_00473_,7.16µm
_01146_,7.16µm
_01785_,7.16µm
_02105_,7.16µm
_04668_,7.16µm
_05873_,7.16µm
_00265_,7.14µm
_02316_,7.13µm
_00212_,7.12µm
_01542_,7.12µm
_01761_,7.12µm
_02692_,7.12µm
_03074_,7.12µm
_05438_,7.12µm
_00286_,7.1µm
_00289_,7.1µm
_00832_,7.1µm
_00888_,7.1µm
_01033_,7.1µm
_01317_,7.1µm
_01954_,7.1µm
_02310_,7.1µm
_02939_,7.1µm
_03249_,7.1µm
_03882_,7.1µm
_03952_,7.1µm
_04176_,7.1µm
_04186_,7.1µm
_04724_,7.1µm
_05019_,7.1µm
_05227_,7.1µm
_05605_,7.1µm
_05619_,7.1µm
_05683_,7.1µm
_06196_,7.1µm
_06325_,7.1µm
_06539_,7.1µm
_06586_,7.1µm
_06605_,7.1µm
_00421_,7.08µm
_01984_,7.08µm
_02173_,7.08µm
_02504_,7.08µm
_02748_,7.08µm
_03072_,7.08µm
_03560_,7.08µm
_03610_,7.08µm
_04826_,7.08µm
_05817_,7.08µm
_05851_,7.08µm
_06227_,7.08µm
_06487_,7.08µm
_06642_,7.08µm
_00951_,7.06µm
_01639_,7.06µm
_01640_,7.06µm
_01751_,7.06µm
_02222_,7.06µm
_02599_,7.06µm
_02892_,7.06µm
_03524_,7.06µm
_03944_,7.06µm
_04187_,7.06µm
_04244_,7.06µm
_04343_,7.06µm
_04441_,7.06µm
_04604_,7.06µm
_05365_,7.06µm
_05766_,7.06µm
_06416_,7.06µm
_06684_,7.06µm
_06759_,7.06µm
_06800_,7.06µm
net202,7.06µm
_00713_,7.04µm
_01534_,7.04µm
_05579_,7.04µm
_05587_,7.04µm
_00705_,7.01µm
_04840_,7.01µm
_01292_,7µm
_03142_,7µm
_03765_,7µm
_03940_,7µm
_05230_,7µm
_06655_,7µm
_00246_,6.98µm
_00296_,6.98µm
_00358_,6.98µm
_00422_,6.98µm
_01039_,6.98µm
_01238_,6.98µm
_01507_,6.98µm
_02030_,6.98µm
_02585_,6.98µm
_02838_,6.98µm
_02905_,6.98µm
_02982_,6.98µm
_03287_,6.98µm
_03302_,6.98µm
_03411_,6.98µm
_03569_,6.98µm
_03936_,6.98µm
_04275_,6.98µm
_04397_,6.98µm
_04490_,6.98µm
_04538_,6.98µm
_04636_,6.98µm
_05189_,6.98µm
_05494_,6.98µm
_06135_,6.98µm
_06211_,6.98µm
_06569_,6.98µm
_06620_,6.98µm
_00531_,6.96µm
_02311_,6.96µm
_02800_,6.96µm
_03037_,6.96µm
_04614_,6.96µm
_06109_,6.96µm
_06126_,6.96µm
_06573_,6.96µm
_05074_,6.955µm
_02435_,6.94µm
_04140_,6.94µm
_04328_,6.94µm
_05153_,6.94µm
_06584_,6.94µm
_06612_,6.91µm
w01[1],6.91µm
y0[5],6.89µm
_00862_,6.88µm
_02470_,6.88µm
_03246_,6.88µm
_04759_,6.88µm
_05131_,6.88µm
_00153_,6.86µm
_00453_,6.86µm
_00767_,6.86µm
_00919_,6.86µm
_01343_,6.86µm
_01529_,6.86µm
_01776_,6.86µm
_01882_,6.86µm
_01982_,6.86µm
_02094_,6.86µm
_02118_,6.86µm
_02403_,6.86µm
_03078_,6.86µm
_03156_,6.86µm
_03163_,6.86µm
_03178_,6.86µm
_03430_,6.86µm
_03467_,6.86µm
_04037_,6.86µm
_04342_,6.86µm
_04482_,6.86µm
_04499_,6.86µm
_04587_,6.86µm
_04963_,6.86µm
_05049_,6.86µm
_05109_,6.86µm
_05126_,6.86µm
_05405_,6.86µm
_05468_,6.86µm
_06568_,6.86µm
_06709_,6.86µm
net197,6.86µm
_00284_,6.84µm
_01479_,6.84µm
_04175_,6.84µm
_04856_,6.84µm
_05144_,6.84µm
_05310_,6.84µm
_05959_,6.84µm
_00493_,6.835µm
_02541_,6.825µm
_00266_,6.82µm
_00552_,6.82µm
_00764_,6.82µm
_00942_,6.82µm
_02400_,6.82µm
_04106_,6.82µm
_04561_,6.82µm
_05332_,6.82µm
_05585_,6.82µm
_06594_,6.82µm
_06596_,6.82µm
_04823_,6.81µm
_03021_,6.8µm
_00222_,6.79µm
_01029_,6.78µm
_02071_,6.78µm
_03165_,6.78µm
_03283_,6.78µm
_04474_,6.78µm
_04733_,6.78µm
_05965_,6.78µm
_06581_,6.78µm
w02[2],6.77µm
w03[5],6.77µm
x3[0],6.77µm
_00257_,6.76µm
_00898_,6.76µm
_00988_,6.76µm
_01483_,6.76µm
_01707_,6.76µm
_03349_,6.76µm
_03448_,6.76µm
_03555_,6.76µm
_04101_,6.76µm
_00250_,6.74µm
_00379_,6.74µm
_00442_,6.74µm
_00599_,6.74µm
_00629_,6.74µm
_01175_,6.74µm
_01246_,6.74µm
_01767_,6.74µm
_02112_,6.74µm
_02167_,6.74µm
_02662_,6.74µm
_03394_,6.74µm
_03437_,6.74µm
_03600_,6.74µm
_03649_,6.74µm
_04070_,6.74µm
_04207_,6.74µm
_04518_,6.74µm
_05075_,6.74µm
_05389_,6.74µm
_05439_,6.74µm
_05523_,6.74µm
_06255_,6.74µm
_06462_,6.74µm
_06765_,6.74µm
_06767_,6.74µm
_03507_,6.735µm
